NUM_SINISTRE;NUM_CONTRAT;LIB_BRANCHE;LIB_SOUS_BRANCHE;LIB_PRODUIT;NATURE_SINISTRE;LIB_TYPE_SINISTRE;TAUX_RESPONSABILITE;DATE_SURVENANCE;DATE_DECLARATION;DATE_OUVERTURE;OBSERVATION_SINISTRE;LIB_ETAT_SINISTRE;LIEU_ACCIDENT;MOTIF_REOUVERTURE;MONTANT_ENCAISSE;MONTANT_A_ENCAISSER
20113000939;2004300005175;AUTOMOBILE;AUTOMOBILE;AUTOMOBILE;MATERIEL;RECOURS IDA;0;2011-04-17 00:00:00.000;2011-04-19 00:00:00.000;2011-04-19 00:00:00.000;;CLOTURE;;;1666,653;0
20113001244;2011301008502;AUTOMOBILE;AUTOMOBILE;AUTOMOBILE;MATERIEL;RECOURS IDA;0;2011-05-09 00:00:00.000;2011-05-16 00:00:00.000;2011-05-17 00:00:00.000;;CLOTURE;;;327,744;0
20113001834;2011301008502;AUTOMOBILE;AUTOMOBILE;AUTOMOBILE;MATERIEL;RECOURS IDA;0;2011-06-30 00:00:00.000;2011-07-06 00:00:00.000;2011-07-06 00:00:00.000;;CLOTURE;AVENUE MOHAMED EL KAMES;;1095,86;0
20113002127;2011301006955;AUTOMOBILE;AUTOMOBILE;AUTOMOBILE LEASING;MATERIEL;RECOURS IDA;0;2011-07-26 00:00:00.000;2011-08-01 00:00:00.000;2011-08-03 00:00:00.000;;CLOTURE;;;1253,728;0
20113002534;2008301004747;AUTOMOBILE;AUTOMOBILE;AUTOMOBILE;MATERIEL;RECOURS IDA;0;2011-09-08 00:00:00.000;2011-09-08 00:00:00.000;2011-09-08 00:00:00.000;;CLOTURE;LES BERGES DU LAC;;494,515;0
20113001105;2010301008177;AUTOMOBILE;AUTOMOBILE;AUTOMOBILE;MATERIEL;RECOURS IDA;0;2011-04-30 00:00:00.000;2011-05-03 00:00:00.000;2011-05-03 00:00:00.000;;CLOTURE;JELMA;;987,146;0
20113002211;2011301003026;AUTOMOBILE;AUTOMOBILE;AUTOMOBILE;MATERIEL;RECOURS IDA;0;2011-08-06 00:00:00.000;2011-08-09 00:00:00.000;2011-08-09 00:00:00.000;;CLOTURE;KONDAR;;647,247;0
20103000783;2009301008623;AUTOMOBILE;AUTOMOBILE;AUTOMOBILE LEASING;MATERIEL;RECOURS HORS IDA;0;2010-04-27 00:00:00.000;2010-05-02 00:00:00.000;2010-05-10 00:00:00.000;;CLOTURE;;;2021,77;0
20113000381;2010301008210;AUTOMOBILE;AUTOMOBILE;AUTOMOBILE;MATERIEL;FACULTATIF;0;2011-02-17 00:00:00.000;2011-02-17 00:00:00.000;2011-02-25 00:00:00.000;;CLOTURE;ESSAKIA;;8630,712;0
20113000458;2010301003201;AUTOMOBILE;AUTOMOBILE;AUTOMOBILE;MATERIEL;RECOURS HORS IDA;0;2011-03-04 00:00:00.000;2011-03-05 00:00:00.000;2011-03-05 00:00:00.000;FTUSA DU 27/12/2011;CLOTURE;RUE ALI TRAD MONFLERY;;12312,982;0
20123002286;2011301004833;AUTOMOBILE;AUTOMOBILE;AUTOMOBILE II;MATERIEL;DEFENSE HORS IDA;100;2012-05-31 00:00:00.000;2012-07-30 00:00:00.000;2012-08-24 00:00:00.000;;CLOTURE;;;1614,167;0
20104000032;2009406000004;ENGINEERING;MULTIRIQUES INFORMATIQUES;MULTIRISQUES INFORMATIQUES;MATERIEL;NORMAL;NULL;2010-11-05 00:00:00.000;2010-11-12 00:00:00.000;2010-11-12 00:00:00.000;;CLOTURE;STATION DE TRANSPORT TERRESTRE;PAS DE DEGATS MISSION D EXPERTISE ANNULE;0;0
20122000143;2009204000457;RISQUES DIVERS;RESPONSABILITE CIVILE;RESPONSABILITE CIVILE;MATERIEL;NORMAL;NULL;2012-02-24 00:00:00.000;2012-02-24 00:00:00.000;2012-05-30 00:00:00.000;PARE BRISE;CLOTURE;GARAGE ELFA;;157,871;0
20112000316;2009204000003;RISQUES DIVERS;RESPONSABILITE CIVILE;RESPONSABILITE CIVILE;MATERIEL;NORMAL;NULL;2011-09-21 00:00:00.000;2011-10-06 00:00:00.000;2011-10-07 00:00:00.000;DETERIORATION ROUES;CLOTURE;ATTT BEN AROUS;;390;0
20123001417;2011301000101;AUTOMOBILE;AUTOMOBILE;AUTOMOBILE;MATERIEL;DEFENSE HORS IDA;100;2012-04-21 00:00:00.000;2012-05-22 00:00:00.000;2012-05-25 00:00:00.000;;CLOTURE;;;795;0
20104000013;2009406000004;ENGINEERING;MULTIRIQUES INFORMATIQUES;MULTIRISQUES INFORMATIQUES;MATERIEL;NORMAL;NULL;2010-05-10 00:00:00.000;2010-05-12 00:00:00.000;2010-05-18 00:00:00.000;;CLOTURE;CENTRE TECHNIQUE EL SIDJOUMI;LIQUIDATION DES DOSSIERS ATTT;179,2;0
20104000004;2009406000004;ENGINEERING;MULTIRIQUES INFORMATIQUES;MULTIRISQUES INFORMATIQUES;MATERIEL;NORMAL;NULL;2010-02-08 00:00:00.000;2010-02-08 00:00:00.000;2010-02-08 00:00:00.000;;CLOTURE;TUNIS;PRESCRIT ET LIQUIDATION;569,002;0
20123000320;2005301000180;AUTOMOBILE;AUTOMOBILE;AUTOMOBILE;MATERIEL;FACULTATIF;0;2012-01-29 00:00:00.000;2012-02-02 00:00:00.000;2012-02-08 00:00:00.000;;CLOTURE;;;1065,36;0
20121000201;2011101000089;VIE;DECES;TEMPORAIRE DECES A CAPITAL DECROISSANT LINEAIREMENT (AS);DECES;NORMAL;NULL;2012-02-22 00:00:00.000;2012-05-04 00:00:00.000;2012-05-04 00:00:00.000;;REPRISE;SOUSSE;;0;0
20121000202;2008101000171;VIE;DECES;TEMPORAIRE DECES A CAPITAL DECROISSANT LINEAIREMENT (AS);DECES;NORMAL;NULL;2012-03-19 00:00:00.000;2012-05-07 00:00:00.000;2012-05-07 00:00:00.000;;REPRISE;TUNIS;;25500;0
20103000048;2005301009322;AUTOMOBILE;AUTOMOBILE;AUTOMOBILE;MATERIEL;RECOURS HORS IDA;0;2010-01-16 00:00:00.000;2010-01-20 00:00:00.000;2010-01-20 00:00:00.000;DOSSIER SANS SUITE PRIME CONTENTIEUSE;CLOTURE;;;0;0
20103001066;2010301005280;AUTOMOBILE;AUTOMOBILE;AUTOMOBILE;MATERIEL;RECOURS IDA;0;2010-05-12 00:00:00.000;2010-05-13 00:00:00.000;2010-06-11 00:00:00.000;;CLOTURE;;;875,06;0
20053003251;2005301006922;AUTOMOBILE;AUTOMOBILE;AUTOMOBILE;CORPOREL;NULL;100;2005-06-28 00:00:00.000;2007-05-24 00:00:00.000;2007-06-06 00:00:00.000;;CLOTURE;;;0;780,95
20063001684;2006301000320;AUTOMOBILE;AUTOMOBILE;AUTOMOBILE;CORPOREL;RECOURS HORS IDA;0;2006-08-06 00:00:00.000;2006-08-17 00:00:00.000;2006-08-17 00:00:00.000;;CLOTURE;;;145,6;327,1
20063002532;2005301000885;AUTOMOBILE;AUTOMOBILE;AUTOMOBILE;MATERIEL;DEFENSE JUDICIAIRE;100;2006-01-04 00:00:00.000;2006-10-31 00:00:00.000;2006-11-27 00:00:00.000;SAP MAT 700 DT LE 19/12/2008;MISE A JOUR;;;0;179,2
20111000414;2003101000391;VIE;DECES;TEMPORAIRE DECES A CAPITAL DECROISSANT LINEAIREMENT (AS);DECES;NORMAL;NULL;2009-06-09 00:00:00.000;2011-12-21 00:00:00.000;2011-12-21 00:00:00.000;;REPRISE;TUNIS;;0;0
20103000321;2009301006792;AUTOMOBILE;AUTOMOBILE;AUTOMOBILE;MATERIEL;FACULTATIF;100;2010-01-18 00:00:00.000;2010-01-20 00:00:00.000;2010-03-12 00:00:00.000;DOSSIER SANS SUITE;CLOTURE;;;0;0
20121000126;2010101002200;VIE;DECES;TEMPORAIRE DECES A CAPITAL DECROISSANT LINEAIREMENT (AS);DECES;NORMAL;NULL;2011-10-18 00:00:00.000;2012-03-08 00:00:00.000;2012-03-08 00:00:00.000;;CLOTURE;TUNIS;;0;0
20103000607;2010301003799;AUTOMOBILE;AUTOMOBILE;AUTOMOBILE;MATERIEL;DEFENSE IDA;100;2010-03-23 00:00:00.000;2010-03-29 00:00:00.000;2010-04-16 00:00:00.000;DOSSIER CLOTURê POUR DOUBLE EMPLOI AVEC 20103000680;CLOTURE;;;0;0
20103000666;2009301009123;AUTOMOBILE;AUTOMOBILE;AUTOMOBILE;MATERIEL;FACULTATIF;0;2010-04-17 00:00:00.000;2010-04-17 00:00:00.000;2010-04-27 00:00:00.000;DOSSIER SANS SUITE;CLOTURE;;;0;0
20103000846;2008301006229;AUTOMOBILE;AUTOMOBILE;AUTOMOBILE;MATERIEL;FACULTATIF;0;2010-04-04 00:00:00.000;2010-04-09 00:00:00.000;2010-05-12 00:00:00.000;DOSSIER SANS SUITE;CLOTURE;;;0;0
20113100333;2011301002059;AUTOMOBILE;AUTOMOBILE;AUTOMOBILE LEASING;CORPOREL;NULL;100;2011-09-13 00:00:00.000;2012-11-22 00:00:00.000;2012-11-23 00:00:00.000;VEH ASS / PIETON;OUVERTURE;;;13482,652;0
20103001050;2009301008630;AUTOMOBILE;AUTOMOBILE;AUTOMOBILE LEASING;MATERIEL;FACULTATIF;100;2010-06-07 00:00:00.000;2010-06-08 00:00:00.000;2010-06-08 00:00:00.000;DOSSIER SANS SUITE;CLOTURE;;;571,983;0
20103001062;2009301008630;AUTOMOBILE;AUTOMOBILE;AUTOMOBILE LEASING;MATERIEL;FACULTATIF;100;2010-02-07 00:00:00.000;2010-02-08 00:00:00.000;2010-06-11 00:00:00.000;DOSSIER SANS SUITE;CLOTURE;;;0;0
20113003562;2010301005947;AUTOMOBILE;AUTOMOBILE;AUTOMOBILE LEASING;MATERIEL;DEFENSE IDA;100;2011-11-20 00:00:00.000;2011-12-05 00:00:00.000;2011-12-07 00:00:00.000;;CLOTURE;;;280,722;0
20103001377;2006301007623;AUTOMOBILE;AUTOMOBILE;AUTOMOBILE;MATERIEL;RECOURS IDA;0;2010-07-06 00:00:00.000;2010-07-08 00:00:00.000;2010-07-08 00:00:00.000;DOSSIER SANS SUITE;CLOTURE;MANOUBA;;0;0
20103001492;2010301003341;AUTOMOBILE;AUTOMOBILE;AUTOMOBILE;MATERIEL;RECOURS IDA;0;2010-07-16 00:00:00.000;2010-07-19 00:00:00.000;2010-07-19 00:00:00.000;DOSSIER SANS SUITE;CLOTURE;CITE LAAOUINA SOUSSE;;0;0
20121000047;2009101000605;VIE;DECES;TEMPORAIRE DECES A CAPITAL DECROISSANT LINEAIREMENT (AS);DECES;NORMAL;NULL;2012-01-07 00:00:00.000;2012-01-27 00:00:00.000;2012-01-27 00:00:00.000;;CLOTURE;SFAX;;7241,379;0
20121000062;2007101002337;VIE;DECES;TEMPORAIRE DECES A CAPITAL DECROISSANT LINEAIREMENT (AS);DECES;NORMAL;NULL;2011-12-15 00:00:00.000;2012-02-08 00:00:00.000;2012-02-08 00:00:00.000;;CLOTURE;TUNIS;;800,428;0
20103001513;2009301005089;AUTOMOBILE;AUTOMOBILE;AUTOMOBILE;MATERIEL;FACULTATIF;100;2010-07-15 00:00:00.000;2010-07-20 00:00:00.000;2010-07-20 00:00:00.000;DOSSIER SANS SUITE;CLOTURE;ROUTE DE KHLIDIA;;1010,227;0
20121000124;2006101000726;VIE;DECES;TEMPORAIRE DECES A CAPITAL DECROISSANT LINEAIREMENT (AS);DECES;NORMAL;NULL;2010-07-23 00:00:00.000;2012-03-06 00:00:00.000;2012-03-06 00:00:00.000;;CLOTURE;TUNIS;;1493,426;0
20121000125;2011101000187;VIE;DECES;TEMPORAIRE DECES A CAPITAL DECROISSANT LINEAIREMENT (AS);DECES;NORMAL;NULL;2012-01-29 00:00:00.000;2012-03-08 00:00:00.000;2012-03-08 00:00:00.000;;CLOTURE;MONASTIR;;3796,939;0
20121000127;2009101002293;VIE;DECES;TEMPORAIRE DECES A CAPITAL DECROISSANT LINEAIREMENT (AS);DECES;NORMAL;NULL;2011-11-26 00:00:00.000;2012-03-14 00:00:00.000;2012-03-14 00:00:00.000;;CLOTURE;SFAX;;644,246;0
20123001387;2010301005391;AUTOMOBILE;AUTOMOBILE;AUTOMOBILE;MATERIEL;DEFENSE IDA;100;2012-04-24 00:00:00.000;2012-05-17 00:00:00.000;2012-05-24 00:00:00.000;;CLOTURE;;;1466,674;0
20123000332;2011301007932;AUTOMOBILE;AUTOMOBILE;AUTOMOBILE;MATERIEL;DEFENSE IDA;100;2012-01-10 00:00:00.000;2012-02-08 00:00:00.000;2012-02-10 00:00:00.000;;CLOTURE;;;584,466;0
20121000230;2008101002144;VIE;DECES;TEMPORAIRE DECES A CAPITAL DECROISSANT LINEAIREMENT (AS);DECES;NORMAL;NULL;2012-01-22 00:00:00.000;2012-05-18 00:00:00.000;2012-05-18 00:00:00.000;;CLOTURE;SOUSSE;;2100,611;0
20103001626;2008301006201;AUTOMOBILE;AUTOMOBILE;AUTOMOBILE;MATERIEL;RECOURS IDA;0;2010-08-02 00:00:00.000;2010-08-03 00:00:00.000;2010-08-03 00:00:00.000;DOSSIER SANS SUITE;CLOTURE;PARKING CARFOUR TUNIS;;0;0
20121000114;2010101005143;VIE;BANCASSURANCE;DHAMEN;DECES;NORMAL;NULL;2012-02-11 00:00:00.000;2012-03-01 00:00:00.000;2012-03-01 00:00:00.000;;CLOTURE;TUNIS;;5834,43;0
20123000165;2011301001908;AUTOMOBILE;AUTOMOBILE;AUTOMOBILE LEASING;MATERIEL;DEFENSE IDA;100;2012-01-12 00:00:00.000;2012-01-20 00:00:00.000;2012-01-23 00:00:00.000;;CLOTURE;;;1724;0
20073000589;2006301007652;AUTOMOBILE;AUTOMOBILE;AUTOMOBILE;MATERIEL;DEFENSE JUDICIAIRE;100;2007-03-29 00:00:00.000;2007-05-08 00:00:00.000;2007-05-08 00:00:00.000;ORDENANCE SUR REQUETE;CLOTURE;KAIROUAN;;14000;0
20103001881;2005301002347;AUTOMOBILE;AUTOMOBILE;AUTOMOBILE;MATERIEL;RECOURS IDA;0;2010-08-12 00:00:00.000;2010-08-30 00:00:00.000;2010-08-30 00:00:00.000;DOSSIER SANS SUITE;CLOTURE;TUNIS;;0;0
20113100336;2011301001974;AUTOMOBILE;AUTOMOBILE;AUTOMOBILE LEASING;CORPOREL;NULL;100;2011-07-30 00:00:00.000;2012-11-28 00:00:00.000;2012-11-29 00:00:00.000;;OUVERTURE;;;6765,811;0
20103001974;2009301008614;AUTOMOBILE;AUTOMOBILE;AUTOMOBILE LEASING;MATERIEL;RECOURS HORS IDA;0;2010-09-04 00:00:00.000;2010-09-07 00:00:00.000;2010-09-08 00:00:00.000;DOSSIER SANS SUITE;CLOTURE;;;0;0
20103002129;2010301007403;AUTOMOBILE;AUTOMOBILE;AUTOMOBILE;MATERIEL;RECOURS IDA;0;2010-09-16 00:00:00.000;2010-09-22 00:00:00.000;2010-09-24 00:00:00.000;DOSSIER SANS SUITE;CLOTURE;;;0;0
20103002213;2008301002459;AUTOMOBILE;AUTOMOBILE;AUTOMOBILE;MATERIEL;RECOURS HORS IDA;0;2010-10-01 00:00:00.000;2010-10-04 00:00:00.000;2010-10-04 00:00:00.000;DOSSIER SANS SUITE;CLOTURE;AVENUE HABIB BOURGUIBA SFAX;;57,801;0
20123000593;2009301005660;AUTOMOBILE;AUTOMOBILE;AUTOMOBILE II;MATERIEL;DEFENSE IDA;100;2012-02-17 00:00:00.000;2012-03-06 00:00:00.000;2012-03-07 00:00:00.000;;CLOTURE;;;150;0
20113003709;2011301006437;AUTOMOBILE;AUTOMOBILE;AUTOMOBILE;MATERIEL;DEFENSE HORS IDA;100;2011-11-12 00:00:00.000;2011-12-14 00:00:00.000;2011-12-19 00:00:00.000;;CLOTURE;;;212,305;0
20103001702;2010301005989;AUTOMOBILE;AUTOMOBILE;AUTOMOBILE;MATERIEL;FACULTATIF;100;2010-08-03 00:00:00.000;2010-08-04 00:00:00.000;2010-08-10 00:00:00.000;;CLOTURE;;;270,681;0
20103002369;2010301005989;AUTOMOBILE;AUTOMOBILE;AUTOMOBILE;MATERIEL;DEFENSE HORS IDA;100;2010-10-15 00:00:00.000;2010-10-19 00:00:00.000;2010-10-20 00:00:00.000;;CLOTURE;;;0;0
20113003055;2011301005121;AUTOMOBILE;AUTOMOBILE;AUTOMOBILE;MATERIEL;DEFENSE IDA;100;2011-08-31 00:00:00.000;2011-10-18 00:00:00.000;2011-10-24 00:00:00.000;;CLOTURE;;;1261,176;0
20103002440;2010301008164;AUTOMOBILE;AUTOMOBILE;AUTOMOBILE LEASING;MATERIEL;FACULTATIF;100;2010-10-26 00:00:00.000;2010-10-27 00:00:00.000;2010-10-27 00:00:00.000;DOSSIER SANS SUITE;CLOTURE;;;0;0
20103002584;2010301006128;AUTOMOBILE;AUTOMOBILE;AUTOMOBILE;MATERIEL;RECOURS IDA;0;2010-11-08 00:00:00.000;2010-11-09 00:00:00.000;2010-11-09 00:00:00.000;DOSSIER SANS SUITE;CLOTURE;CITE ERRIADH;;0;0
20111000090;2009101001548;VIE;DECES;TEMPORAIRE DECES A CAPITAL DECROISSANT LINEAIREMENT (AS);DECES;NORMAL;NULL;2010-11-05 00:00:00.000;2011-03-14 00:00:00.000;2011-03-14 00:00:00.000;;REPRISE;BIZERTE;;0;0
20093001250;2008301006158;AUTOMOBILE;AUTOMOBILE;AUTOMOBILE;MATERIEL;DEFENSE IDA;100;2009-07-26 00:00:00.000;2009-08-10 00:00:00.000;2009-08-11 00:00:00.000;;CLOTURE;;;477,507;0
20113000483;2010301005962;AUTOMOBILE;AUTOMOBILE;AUTOMOBILE LEASING;MATERIEL;FACULTATIF;100;2011-03-09 00:00:00.000;2011-03-09 00:00:00.000;2011-03-09 00:00:00.000;;CLOTURE;;;0;0
20103002769;2010301005637;AUTOMOBILE;AUTOMOBILE;AUTOMOBILE;MATERIEL;FACULTATIF;100;2010-11-30 00:00:00.000;2010-11-30 00:00:00.000;2010-11-30 00:00:00.000;DOSSIER SANS SUITE;CLOTURE;HAMMAM SOUSSE;;0;0
20103002812;2010301005936;AUTOMOBILE;AUTOMOBILE;AUTOMOBILE LEASING;MATERIEL;RECOURS IDA;0;2010-11-13 00:00:00.000;2010-12-02 00:00:00.000;2010-12-03 00:00:00.000;DOSSIER SANS SUITE;CLOTURE;;;0;0
20113003865;2011301006574;AUTOMOBILE;AUTOMOBILE;AUTOMOBILE;MATERIEL;DEFENSE IDA;100;2011-12-27 00:00:00.000;2011-12-30 00:00:00.000;2012-01-02 00:00:00.000;;CLOTURE;;;775,291;0
20113003417;2011301004514;AUTOMOBILE;AUTOMOBILE;AUTOMOBILE;MATERIEL;DEFENSE IDA;100;2011-11-10 00:00:00.000;2011-11-21 00:00:00.000;2011-11-25 00:00:00.000;;CLOTURE;;;1184,264;0
20123000738;2011301004833;AUTOMOBILE;AUTOMOBILE;AUTOMOBILE II;MATERIEL;DEFENSE IDA;100;2012-03-12 00:00:00.000;2012-03-22 00:00:00.000;2012-03-23 00:00:00.000;;CLOTURE;;;538;0
20103003135;2010301006000;AUTOMOBILE;AUTOMOBILE;AUTOMOBILE LEASING;MATERIEL;RECOURS IDA;0;2010-12-28 00:00:00.000;2011-01-03 00:00:00.000;2011-01-03 00:00:00.000;DOSSIER SANS SUITE;CLOTURE;BEN AROUS;;0;0
20103003245;2008301000189;AUTOMOBILE;AUTOMOBILE;AUTOMOBILE II;MATERIEL;RECOURS HORS IDA;0;2010-12-29 00:00:00.000;2011-02-08 00:00:00.000;2011-02-09 00:00:00.000;DOSSIER SANS SUITE;CLOTURE;;;0;0
20103003246;2010301005669;AUTOMOBILE;AUTOMOBILE;AUTOMOBILE;MATERIEL;RECOURS IDA;0;2010-10-12 00:00:00.000;2011-02-08 00:00:00.000;2011-02-09 00:00:00.000;DOSSIER SANS SUITE;CLOTURE;;;0;0
20113000415;2009301008628;AUTOMOBILE;AUTOMOBILE;AUTOMOBILE;MATERIEL;FACULTATIF;100;2011-03-01 00:00:00.000;2011-03-01 00:00:00.000;2011-03-01 00:00:00.000;;CLOTURE;SOUSSE;;0;0
20103002389;2008301006135;AUTOMOBILE;AUTOMOBILE;AUTOMOBILE;MATERIEL;FACULTATIF;0;2010-10-08 00:00:00.000;2010-10-08 00:00:00.000;2010-10-21 00:00:00.000;DOSSIER SANS SUITE;CLOTURE;;;0;0
20103002337;2008301000190;AUTOMOBILE;AUTOMOBILE;AUTOMOBILE II;MATERIEL;RECOURS IDA;0;2010-10-05 00:00:00.000;2010-10-14 00:00:00.000;2010-10-15 00:00:00.000;DOSSIER SANS SUITE;CLOTURE;;;0;0
20113003261;2010301008192;AUTOMOBILE;AUTOMOBILE;AUTOMOBILE LEASING;MATERIEL;FACULTATIF;100;2011-09-08 00:00:00.000;2011-09-14 00:00:00.000;2011-11-11 00:00:00.000;DECLARATION TARDIVE + EXCLSION DE GARANTIE(VOL DE ROUE).;CLOTURE;;;0;0
20113003083;2011301002053;AUTOMOBILE;AUTOMOBILE;AUTOMOBILE LEASING;MATERIEL;DEFENSE IDA;100;2011-10-03 00:00:00.000;2011-10-18 00:00:00.000;2011-10-26 00:00:00.000;;CLOTURE;;;170;0
20123000340;2011301007920;AUTOMOBILE;AUTOMOBILE;AUTOMOBILE;MATERIEL;DEFENSE IDA;100;2012-02-01 00:00:00.000;2012-02-09 00:00:00.000;2012-02-10 00:00:00.000;;CLOTURE;;;466,925;0
20123000483;2011301001962;AUTOMOBILE;AUTOMOBILE;AUTOMOBILE LEASING;MATERIEL;DEFENSE IDA;100;2012-02-06 00:00:00.000;2012-02-23 00:00:00.000;2012-02-24 00:00:00.000;;CLOTURE;;;380,5;0
20113002628;2009301008628;AUTOMOBILE;AUTOMOBILE;AUTOMOBILE;MATERIEL;DEFENSE IDA;100;2011-09-02 00:00:00.000;2011-09-15 00:00:00.000;2011-09-15 00:00:00.000;;CLOTURE;;;405;0
20113002552;2010301008221;AUTOMOBILE;AUTOMOBILE;AUTOMOBILE;MATERIEL;DEFENSE IDA;100;2011-09-02 00:00:00.000;2011-09-08 00:00:00.000;2011-09-09 00:00:00.000;;CLOTURE;;;3329,7;0
20103002610;2010301004710;AUTOMOBILE;AUTOMOBILE;AUTOMOBILE;MATERIEL;DEFENSE IDA;50;2010-11-03 00:00:00.000;2010-11-12 00:00:00.000;2010-11-12 00:00:00.000;;CLOTURE;;;100;0
20113003527;2011301001970;AUTOMOBILE;AUTOMOBILE;AUTOMOBILE LEASING;MATERIEL;DEFENSE IDA;100;2011-11-26 00:00:00.000;2011-12-02 00:00:00.000;2011-12-05 00:00:00.000;;CLOTURE;;;870,686;0
20093001885;2009301006784;AUTOMOBILE;AUTOMOBILE;AUTOMOBILE;MATERIEL;RECOURS HORS IDA;0;2009-07-18 00:00:00.000;2009-07-22 00:00:00.000;2009-11-14 00:00:00.000;;CLOTURE;;;1945,317;0
20123001957;2010301005233;AUTOMOBILE;AUTOMOBILE;AUTOMOBILE;MATERIEL;FACULTATIF;100;2012-05-10 00:00:00.000;2012-05-15 00:00:00.000;2012-07-19 00:00:00.000;;CLOTURE;;;379,424;0
20113003428;2011301007026;AUTOMOBILE;AUTOMOBILE;AUTOMOBILE LEASING;MATERIEL;DEFENSE IDA;100;2011-10-24 00:00:00.000;2011-11-21 00:00:00.000;2011-11-25 00:00:00.000;;CLOTURE;;;330;0
20113003554;2009301006918;AUTOMOBILE;AUTOMOBILE;AUTOMOBILE;MATERIEL;DEFENSE IDA;100;2011-11-08 00:00:00.000;2011-12-05 00:00:00.000;2011-12-06 00:00:00.000;;CLOTURE;;;922,21;0
20101000226;2009101000458;VIE;DECES;TEMPORAIRE DECES A CAPITAL DECROISSANT LINEAIREMENT (AS);DECES;NORMAL;NULL;2009-12-29 00:00:00.000;2010-06-14 00:00:00.000;2010-06-14 00:00:00.000;;REPRISE;TUNIS;;0;0
20121000414;2010101004662;VIE;DECES;TEMPORAIRE DECES A CAPITAL DECROISSANT LINEAIREMENT (AS);DECES;NORMAL;NULL;2012-01-18 00:00:00.000;2012-11-06 00:00:00.000;2012-12-12 00:00:00.000;;OUVERTURE;ARIANA;;0;0
20113003425;2011301007023;AUTOMOBILE;AUTOMOBILE;AUTOMOBILE;MATERIEL;DEFENSE IDA;100;2011-11-13 00:00:00.000;2011-11-24 00:00:00.000;2011-11-25 00:00:00.000;;CLOTURE;;;4871,41;0
20091000248;2005101001693;VIE;DECES;TEMPORAIRE DECES A CAPITAL DECROISSANT LINEAIREMENT (AS);DECES;NORMAL;NULL;2008-11-11 00:00:00.000;2009-09-08 00:00:00.000;2009-09-08 00:00:00.000;;REPRISE;BIZERTE;;0;0
20106000029;2009602000003;INCENDIE;INCENDIE RISQUES INDUSTRIEL;INCENDIE RISQUES INDUSTRIEL;MATERIEL;NORMAL;NULL;2010-08-27 00:00:00.000;2010-08-31 00:00:00.000;2010-09-02 00:00:00.000;COLLISION D UN TRACTEUR CONTRE LE MUR;CLOTURE;ATTT ZAGHOUAN;;121,26;0
20102000275;2009204000003;RISQUES DIVERS;RESPONSABILITE CIVILE;RESPONSABILITE CIVILE;MATERIEL;NORMAL;NULL;2010-07-22 00:00:00.000;2010-07-30 00:00:00.000;2010-08-02 00:00:00.000;COLLISION D UNE VOITURE AVEC PORTE PRINCIPALE;CLOTURE;ZAGHOUAN;;0;0
20106000024;2009602000003;INCENDIE;INCENDIE RISQUES INDUSTRIEL;INCENDIE RISQUES INDUSTRIEL;MATERIEL;NORMAL;NULL;2010-07-21 00:00:00.000;2010-07-23 00:00:00.000;2010-08-05 00:00:00.000;COLLISION D UN CAMION CONTRE LE MUR;CLOTURE;ATTT SFAX;;89,152;0
20102000469;2009204000003;RISQUES DIVERS;RESPONSABILITE CIVILE;RESPONSABILITE CIVILE;MATERIEL;NORMAL;NULL;2010-12-09 00:00:00.000;2010-12-14 00:00:00.000;2010-12-16 00:00:00.000;ALI BOUGATTAYA 29 TU 94   REM 39381;CLOTURE;SFAX;;81,76;0
20102000377;2009204000003;RISQUES DIVERS;RESPONSABILITE CIVILE;RESPONSABILITE CIVILE;MATERIEL;NORMAL;NULL;2010-10-16 00:00:00.000;2010-10-26 00:00:00.000;2010-11-02 00:00:00.000;INCENDIE DE LA VEHICULE IMMATRICULE 9744 TU 96;CLOTURE;CENTRE DE VISITE TECHNIQUE DES VEHICULES A ARIANA;;0;0
20096000027;2009602000003;INCENDIE;INCENDIE RISQUES INDUSTRIEL;INCENDIE RISQUES INDUSTRIEL;MATERIEL;NORMAL;NULL;2009-09-23 00:00:00.000;2009-09-25 00:00:00.000;2009-09-25 00:00:00.000;;CLOTURE;CENTRE TECHNIQUE DE SOUSSE;;564,103;0
20096000038;2009602000003;INCENDIE;INCENDIE RISQUES INDUSTRIEL;INCENDIE RISQUES INDUSTRIEL;MATERIEL;NORMAL;NULL;2009-11-23 00:00:00.000;2009-11-24 00:00:00.000;2009-11-25 00:00:00.000;;CLOTURE;CENTRE DE VISITE TECHNQIUE DE CEJOUMI;;110,732;0
20106000026;2009602000003;INCENDIE;INCENDIE RISQUES INDUSTRIEL;INCENDIE RISQUES INDUSTRIEL;MATERIEL;NORMAL;NULL;2010-08-07 00:00:00.000;2010-08-11 00:00:00.000;2010-08-12 00:00:00.000;COLLISION D UN CALIONCONTRE LA FOSSE DE L ATTT;CLOTURE;SIJOUMI;;87,66;0
20116000051;2009602000003;INCENDIE;INCENDIE RISQUES INDUSTRIEL;INCENDIE RISQUES INDUSTRIEL;MATERIEL;NORMAL;NULL;2011-05-02 00:00:00.000;2011-05-05 00:00:00.000;2011-05-05 00:00:00.000;INCENDIE ∑ LA SALLE D ATTENTE;CLOTURE;ATTT MONASTIR;;4185,924;0
